出表日期,公司代號,公司名稱,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,總機電話,上櫃日期,普通股每股面額,實收資本額,私募股數,特別股,股票過戶機構,過戶電話,過戶地址,已發行普通股數或TDR原股發行股數
1150211,5371,中強光電股份有限公司,中光電,－ ,26,新竹科學工業園區新竹市東區力行路11號,22099907,張威儀,林惠姿,溫慧萍,法人關係室特別助理,03-5772000,19990120,新台幣                 10.0000元,3909811100,0,0,台新綜合證券(股)公司股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,390981110
1150211,5381,光譜電工股份有限公司,光譜,－ ,28,桃園市中壢區中壢工業區東園路38-1號,86332422,&#20931;俊光,謝炳輝,謝炳輝,總經理,03-4610732,19990319,新台幣                 10.0000元,2445268370,91953433,0,元富證券股份有限公司,02-27686668,臺北市松山區光復北路11巷35號B1,244526837
1150211,5386,青雲國際科技股份有限公司,青雲,－ ,25,新北市中和區中正路716號6樓,21224842,柯聰源,呂仰鎧,呂仰鎧,總經理,02-82273277,19990513,新台幣                 10.0000元,360808810,568896,0,中國信託商業銀行股份有限公司,02-6636-5566,台北市100中正區重慶南路一段八十三號五樓,36080881
1150211,5392,能率創新股份有限公司,能率,－ ,26,台北市復興北路101號10樓,84901089,董俊仁,胡湘麒,董俊毅,副董事長,(02)25472089,19990614,新台幣                 10.0000元,1765621450,0,0,群益金鼎證券股份有限公司,(02)2702-3999,台北市大安區敦化南路二段97號B2,176562145
1150211,5398,慕康生技醫藥股份有限公司,慕康生醫,－ ,20,新北市汐止區大同路一段239號16樓之1,4669623,沈國榮,陳正林,蕭錦龍,副總,2641-5398,19991011,新台幣                 10.0000元,494654600,0,0,康和證券股務代理部,87871888,台北市基隆路一段176號B1,49465460
1150211,5403,中菲電腦股份有限公司,中菲,－ ,30,台北市內湖區行愛路151號8樓,12358067,莊斯威,張樹義,吳淑如,財務長,81705168,19991015,新台幣                 10.0000元,781761230,0,0,台新證券股務代理部,25048125,台北市建國北路一段96號B1,78176123
1150211,5410,國眾電腦股份有限公司,國眾,－ ,30,臺北市內湖區陽光街298號3樓,1517124,王超群,&#28201;健良,彭鴻欽,協理,(02)2799-6789,19991126,新台幣                 10.0000元,920561230,0,0,台新證券股務代理部,(02)2504-8125,臺北市建國北路一段96號地下一樓,92056123
1150211,5425,台灣半導體股份有限公司,台半,－ ,24,新北市新店區北新路3段205號11樓,34286449,王秀亭,王秀亭,吳志寬,法務部處長,89131588,20000221,新台幣                 10.0000元,2634854860,0,0,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,263485486
1150211,5426,振發實業股份有限公司,振發,－ ,25,新北市三重區光復路二段二十五號,35320697,蔡宗勳,蔡宗勳,黎正忠,協理,2995-1436,20000209,新台幣                 10.0000元,1438000000,0,0,亞東證券股份有限公司,(02)7753-1699,新北市板橋區新站路16號13樓,143800000
1150211,5432,新門科技股份有限公司,新門,－ ,35,台北市內湖區行忠路42號6樓,23746488,陳政隆,陳政隆,李曉青,專案經理,(02)77210240,20000321,新台幣                 10.0000元,206878040,0,0,統一證券(股)公司股務代理部,2747-8266,台北市松山區東興路8號B1樓,20687804
1150211,5438,東友科技股份有限公司,東友,－ ,25,台北市內湖區南京東路六段503號12樓,16091527,黃育仁,和田幹二,李麗秋,營運副總,(03)4733112,20000617,新台幣                 10.0000元,1125365650,0,0,中國信託商業銀行(股)公司代理部,(02)66365566,台北市重慶南路一段83號6樓,112536565
1150211,5439,高技企業股份有限公司,高技,－ ,28,桃園市桃園區興邦路43巷3號,22773079,張景山,李泰輝,張秋雄,財務長,03-3767800,20000626,新台幣                 10.0000元,929757520,0,0,台新綜合證券(股)公司股務代理部,02-25048125,台北市建國北路一段96號B1,92975752
1150211,5443,均豪精密工業股份有限公司,均豪,－ ,24,新竹科學工業園區新竹縣創新一路5-1號4樓,33838628,陳政興,陳政興/梁又文(執行長),梁又文,執行長,03-5639999,19980209,新台幣                 10.0000元,1647466440,0,0,統一綜合證券股份有限公司,02-2746-3797,臺北市東興路8號1樓,164746644
1150211,5450,南良國際股份有限公司,南良,－ ,20,台北市內湖區陽光街349號6樓,23438530,蕭登波,王凌霜,白景仁,財務副總經理,(02)2659-1588,20000822,新台幣                 10.0000元,1224032390,0,0,國票綜合證券股份有限公司,(02)2528-8988,台北市松山區南京東路五段188號15樓,122403239
1150211,5452,佶優科技股份有限公司,佶優,－ ,31,236043新北市土城工業區自強街8號,86266274,馬康華,林日旺,楊淑玲,會計主管,02-2269-6669,20001002,新台幣                 10.0000元,1487636690,0,0,凱基證券(股)公司股務代理部,02-23892999,10044台北市中正區重慶南路一段2號5樓,148763669
1150211,5455,昇益開發股份有限公司,昇益,－ ,14,新竹市東區公道五路二段417號11樓,86233176,陳文熾,陳文熾,陳文熾,總經理,03-5753189,20001019,新台幣                 10.0000元,655018130,0,0,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1樓,65501813
1150211,5457,宣德科技股份有限公司,宣德,－ ,28,桃園市龜山區民生北路一段568號,23866949,蔡鎮隆,蔡鎮隆,徐嘉德,董事,03-2120088,20000929,新台幣                 10.0000元,1744554000,0,0,台新綜合證券(股)公司股務代理部,02-25048125,台北市建國北路一段96號B1,174455400
1150211,5460,同協電子股份有限公司,同協,－ ,28,新北市新莊區民安路429巷1號,33701355,劉定泮,盧光輝(代理),楊宗翰,管理部經理,(02)22022241,20000928,新台幣                 10.0000元,587781300,0,0,群益金鼎證券股份有限公司,(02)27023999,台北市敦化南路二段97號地下二樓,58778130
1150211,5464,霖宏科技股份有限公司,霖宏,－ ,28,嘉義縣民雄鄉福樂村中山路6號,89396770,張枋霖,張枋霖,賴柔卉,副理,05-2216696,20001108,新台幣                 10.0000元,710714900,0,0,群益金鼎證券股份有限公司,02-27023999,台北市大安區敦化南路二段97號B2,71071490
1150211,5465,富驊企業股份有限公司,富驊,－ ,25,台南市安南區安和路2段54巷225號,36270626,王駿東,王駿東,王駿東,董事長,(06)356-0606,20001108,新台幣                 10.0000元,1476826290,65463215,0,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,147682629
1150211,5468,凱鈺科技股份有限公司,凱鈺,－ ,24,新竹科學園區新竹市科技五路6號,84149245,胡炳南,胡炳昆,蔣秀雲,財務主管,03-5787720,20010117,新台幣                 10.0000元,589229090,12226903,0,台新證券股務代理部,02-25048125,台北市中山區建國北路一段96號地下1樓,58922909
1150211,5474,聰泰科技開發股份有限公司,聰泰,－ ,25,臺北市忠孝東路2段88號18樓,23902678,趙希政,林宏沛,林宏沛,總經理,(02)23921233,20010320,新台幣                 10.0000元,397569440,0,0,群益金鼎證券股份有限公司,02-2702-3999,台北市敦化南路二段97號地下2樓,39756944
1150211,5475,德宏工業股份有限公司,德宏,－ ,28,桃園市楊梅區楊湖路二段718號,97178087,劉暉麟,劉志浩,陳源水,財務經理,03-4726448,20010116,新台幣                 10.0000元,1271270170,5600000,0,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,127127017
1150211,5478,智冠科技股份有限公司,智冠,－ ,32,高雄市前鎮區擴建路1-16號13樓,81231585,王俊博,王俊博,鍾興博,集團財管中心總經理,(07)815-0988,20010329,新台幣                 10.0000元,1560743320,0,0,元大證券股份有限公司,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,156074332
1150211,5481,新華泰富股份有限公司,新華,－ ,20,台北市中山區長春路328號8樓之1,23790625,黃泰,林宗翰,許靜文,資深協理,02-25452588,20010427,新台幣                 10.0000元,714028910,0,0,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,71402891
1150211,5483,中美矽晶製品股份有限公司,中美晶,－ ,24,新竹科學園區新竹市工業東二路八號四樓,47238650,徐秀蘭,陳振乾,彭欣瑜,董事長特別助理,03-577-2233,20010302,新台幣                 10.0000元,6412216510,0,0,元大證券股份有限公司股務代理部,02-2586-5859,台北市大安區敦化南路二段67號地下一樓,641221651
1150211,5487,通泰積體電路股份有限公司,通泰,－ ,24,新北市中和區建一路166號6樓,22321575,福豐盛投資股份有限公司,郭榮邦,郭榮邦,總經理,02-82265916,20010220,新台幣                 10.0000元,242225160,0,0,第一金證券股份有限公司,2563-5711,10688台北市大安區安和路一段27號六樓,24222516
1150211,5488,松普科技股份有限公司,松普,－ ,28,桃園市龜山區大華里頂湖五街三號,43900488,駱國呈,駱秀勇,李振陽,財務部經理,03-3285480,20010312,新台幣                 10.0000元,915861240,0,0,福邦證券股份有限公司,02-2383-6888,10041台北市中正區忠孝西路一段6號6樓,91586124
1150211,5489,彩富電子股份有限公司,彩富,－ ,31,台北市內湖區洲子街116號,86157450,陳春生,張建湘,林碧芳,業務管理部經理,(02)2659-8898,20010312,新台幣                 10.0000元,1027064410,0,0,群益金鼎證券股份有限公司,(02)2702-3999,台北市敦化南路二段97號地下二樓,102706441
1150211,5490,同亨科技股份有限公司,同亨,－ ,25,新竹縣科學園區工業東九路三十號四樓,84149929,張永銘,胡鉉宗,徐壬謙,資深經理,03-5772738,20010514,新台幣                 10.0000元,961522010,0,0,富邦綜合證券(股)公司股務代理部,02-23611300,台北市中正區許昌街17 號11 樓( 壽德大樓),96152201
1150211,5493,三聯科技股份有限公司,三聯,－ ,31,台北市大安區復興南路一段390號5樓之3,3051501,林大鈞,林家慶,郭勁廷,董事長特助兼發言人,02-27081730,20010503,新台幣                 10.0000元,436892550,0,0,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,43689255
1150211,5498,凱崴電子股份有限公司,凱崴,－ ,28,桃園市桃園區大林里21鄰興邦路32號,97326828,周邦基,初從維,初從維,代理總經理,(03)366-0667,20010329,新台幣                 10.0000元,1932835450,17335167,0,宏遠證券股份有限公司,(02)77198899,台北市大安區信義路四段236號3樓,193283545
1150211,5508,永信建設開發股份有限公司,永信建,－ ,14,高雄市新興區六合路183號12樓,22417810,陳俊銘,陳俊銘,陳怡均,總經理室副理,07-2229460,19980513,新台幣                 10.0000元,2174281330,0,0,元大證券(股)公司股務代理部,02-25865859,台北市大安區敦化南路二段67號地下一樓,217428133
1150211,5511,德昌營造股份有限公司,德昌,－ ,14,台中市北區五常里五權路401-1號1樓,22132814,黃政勇,陳豐中,黃仲良,經理,(04)22013611,19981209,新台幣                 10.0000元,1134400000,0,0,永豐金證券股份有限公司,(02)23816288,台北市中正區博愛路17號3樓,113440000
1150211,5512,力麒建設股份有限公司,力麒,－ ,14,104台北市中山區吉林路99號8樓,86690644,郭濟綱,郭濟綱,柯賢仁,協理,(02)21002288,19981204,新台幣                 10.0000元,7663124940,0,0,台新證券股務代理部,(02)25048125,台北市建國北路一段96號地下一樓,766312494
1150211,5514,三豐建設股份有限公司,三豐,－ ,14,台北市長安東路二段173號7樓,22817225,東台開發股份有限公司代表人:洪敏夫,藍麗華,石淑瑛,財務部協理,02-27720267,19981229,新台幣                 10.0000元,2361182800,0,0,元富證券股份有限公司,02-27686668,台北市松山區光復北路11巷35號B1F,236118280
1150211,5516,雙喜營造股份有限公司,雙喜,－ ,14,新竹市民族路186號,47254476,邱宏章,邱宏章,鄒慶琦,稽核主管,03-5348168,19990323,新台幣                 10.0000元,515452230,0,0,元大證券股份有限公司,02-25865859,106臺北市大安區敦化南路2段67號地下一樓,51545223
1150211,5520,力泰建設企業股份有限公司,力泰,－ ,14,台北市士林區延平北路七段七號,66410981,吳良材,吳良材,吳良材,總經理,(02)2810-3001,19991027,新台幣                 10.0000元,599752450,0,0,群益金鼎證券股份有限公司,(02)27023999,台北市敦化南路二段97號B2,59975245
1150211,5523,豐謙建設股份有限公司,豐謙,－ ,14,40360臺中市西區臺灣大道2段501號25樓之1,66629349,袁玉麒,劉瑞麟,張嘉玲,財務經理,04-23262593,19991227,新台幣                 10.0000元,1550014640,0,0,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,155001464
1150211,5529,鉅陞國際開發股份有限公司,鉅陞,－ ,14,台中市西屯區台灣大道二段633號12樓之3,58250510,褚學忠,褚學忠,楊曉暉,協理,04-23289666,19960112,新台幣                 10.0000元,1018374810,42663292,0,永豐金證券股份有限公司,(02)2381-6288,台北市博愛路17號3樓,101837481
1150211,5530,龍巖股份有限公司,龍巖,－ ,20,台北市南港區經貿二路195號16樓,22415496,KELLY LEE,王群中,梁建芸,公司治理主管,02-66159999,20001004,新台幣                 10.0000元,4200841990,21000000,0,富邦綜合證券(股)公司股務代理部,02-23611300,台北市中正區許昌街17號11樓,420084199
1150211,5536,聖暉工程科技股份有限公司,聖暉*,－ ,31,台中市西屯區文心路二段201號19樓之1,52524653,梁進利,賴銘崑&王俊盛,梁鈞幃,董事長特助,04-22615288,20101110,新台幣                  5.0000元,620404650,0,0,凱基證券股份有限公司,02-23148800,100台北市重慶南路一段2號5樓,124080930
1150211,5543,桓鼎股份有限公司,桓鼎-KY,KY 開曼群島                                                    ,14,"Grand Cayman KY1-1208, Cayman Islands",47532886,莊宏偉,楊志文,莊宏偉,董事長暨執行長,(02)2508-0656,20160509,新台幣                 10.0000元,467035930,6290515,0,福邦證券股務代理部,(02)3393-0898,台北市中正區忠孝西路一段6號6樓,46703593
1150211,5547,久舜營造股份有限公司,久舜,－ ,14,台北市內湖區新湖二路257號2樓,84548046,林世貞,蔡長榮,蔡長榮,總經理,02-27965218,20260203,新台幣                 10.0000元,452880000,0,0,群益金鼎證券股務代理部,02-27023999,台北市大安區敦化南路二段97號B2,45288000
1150211,5548,安倉營造股份有限公司,安倉,－ ,14,台北市中山區松江路223號6樓,4267141,張立雍,劉治群,吳東鵬,工務部協理,02-25039966,20240318,新台幣                 10.0000元,578450130,0,0,福邦證券股份有限公司,2383-6888,台北市中正區忠孝西路一段6號6樓,57845013
1150211,5601,臺聯貨櫃通運股份有限公司,台聯櫃,－ ,15,基隆市七堵區堵南里三合街二號,701122,簡東捷,許哲雄,賴允昌,財務經理,(02)24515151,19941124,新台幣                 10.0000元,648000000,0,0,群益金鼎證券股份有限公司,(02)27035000,台北市大安區敦化南路二段97號B2,64800000
1150211,5603,陸海股份有限公司,陸海,－ ,15,新北市汐止區大同路2段171-1號12樓,4927158,何英津,何英津,胡玉惠,財務主管,02-86926001,19970125,新台幣                 10.0000元,1048766070,0,0,亞東證券股份有限公司,02-77531699,新北市板橋區新站路16號13樓,104876607
1150211,5604,中連誠企業股份有限公司,中連,－ ,20,台中市西屯區工業區一路7號,51125209,蘇南州,江瑞萌,侯冠朱,副總經理,04-23598181,19970522,新台幣                 10.0000元,1087829680,0,0,亞東證券股份有限公司,(02)77531699,22041新北市板橋區新站路16號13樓,108782968
1150211,5609,中菲行國際物流股份有限公司,中菲行,－ ,15,台北市114民權東路六段160號11樓,1176152,錢文君,施振昇,阮耀樟,對外投資關係副總裁,(02)27963660,20011015,新台幣                 10.0000元,1428840000,0,0,元大證券股份有限公司,(02)25865859,106045台北市大安區敦化南路二段67號地下一樓,142884000
1150211,5701,劍湖山世界股份有限公司,劍湖山,－ ,16,雲林縣古坑鄉永光村大湖口六十七號,22265047,尤義賢,曾慶欑,曾慶欑,總經理,05-5825789,19980312,新台幣                 10.0000元,1430000000,52517287,0,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段九十七號地下二樓,143000000
1150211,5703,亞都麗緻大飯店股份有限公司,亞都麗緻,－ ,16,台北市中山區民權東路二段41號,12144501,周永裕,徐宜寧,蔡逸文,集團財務會計協理,225971234,19990615,新台幣                 10.0000元,702395940,0,0,凱基證券股份有限公司,223892999,台北市中正區重慶南路一段2號5樓,70239594
1150211,5704,知本老爺大酒店股份有限公司,老爺知,－ ,16,台東縣卑南鄉溫泉村龍泉路113巷23號,23637974,廖年祈,劉祖寧,盧炳宏,財務長,89510666,19991221,新台幣                 10.0000元,388616580,0,0,台新證券股務代理部,225048125,台北市中山區10409建國北路一段96號B1,38861658
1150211,5864,致和證券股份有限公司,致和證,－ ,17,台南市北區西門路三段十號,23530683,王文促,潘嬅蓁,王文促,董事長,06-2219777,20180402,新台幣                 10.0000元,4544955720,0,0,統一綜合證券股份有限公司,02-27463797,台北市松山區東興路八號地下一樓,454495572
1150211,5878,台名保險經紀人股份有限公司,台名,－ ,17,臺北市館前路49號11樓,80287239,李正之,黃俊憲,黃俊憲,總經理,(02)5558-5988,20141028,新台幣                 10.0000元,250243030,0,0,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,25024303
1150211,5902,德記洋行股份有限公司,德記,－ ,38,臺南市永康區中正路301號,22358925,黃瑞典,孫名通,許娟娟,協理,(06)253-6789,19980207,新台幣                 10.0000元,945000000,0,0,統一證券股務代理部,(02)-27478266,105台北市松山區東興路8號B1樓,94500000
1150211,5903,全家便利商店股份有限公司,全家,－ ,38,台北市中山北路二段61號7樓,23060248,葉榮廷,薛東都,吳勝福,執行副總經理,(02)2523-9588,20020225,新台幣                 10.0000元,2232200000,0,0,永豐金證券(股)公司股務代理部,(02)2381-6288,台北市中正區博愛路17號3樓,223220000
1150211,5904,寶雅國際股份有限公司,寶雅,－ ,38,台南市民族路三段74號,97151664,陳建造,陳宗成,沈鴻猷,財會處副總經理,06-2411000,20020906,新台幣                 10.0000元,1064438260,0,0,華南永昌綜合證券股份有限公司,(02)2718-6425,台北市民生東路四段54號4樓,106443826
1150211,5905,南仁湖育樂股份有限公司,南仁湖,－ ,16,高雄市苓雅區光華一路206號21樓之2,23524280,鄭宜芳,何曉光,何曉光,總經理,07-2247799,20030617,新台幣                 10.0000元,2816232350,0,0,兆豐證券股份有限公司,02-33930898,台北市忠孝東路二段95號1樓,281623235
1150211,6015,宏遠證券股份有限公司,宏遠證,－ ,17,台北市信義路四段236號3至5樓及7樓,3027502,姜克勤,林禎民,廖宏彬,執行副總經理,27008899,19960725,新台幣                 10.0000元,3915816820,0,0,宏遠證券股務代理部,77198899,台北市信義路四段236號3樓,391581682
1150211,6016,康和綜合證券股份有限公司,康和證,－ ,17,臺北市基隆路1段176號B1、9樓部分、10樓部分、14樓部分、15樓,23824511,鄭大宇,陳志豪,康景泰,執行副總經理,87871888,19961204,新台幣                 10.0000元,6865955080,0,0,福邦證券(股)公司股務代理部,(02)2371-1658,台北市中正區忠孝西路１段６號６樓,686595508
1150211,6020,大展證券股份有限公司,大展證,－ ,17,台北市大同區承德路一段17號17樓,22955802,李玉萍,李俊龍,曾煥祥,協理,25551234,20030123,新台幣                 10.0000元,2523531540,0,0,兆豐證券股份有限公司,02-3393-0898,台北市忠孝東路二段95號一樓,252353154
1150211,6021,美好證券股份有限公司,美好證,－ ,17,臺北市民生東路二段一七四、一七六號四樓,22957098,黃谷涵,莊達修,陳以白,副總經理,25084888,20030421,新台幣                 10.0000元,3123909740,0,0,中國信託股務代理部,02-66365566,台北市重慶南路一段八三號五樓,312390974
1150211,6023,元大期貨股份有限公司,元大期貨,－ ,17,台北市中山區南京東路2段77號2樓(部分)、3樓、4樓、5樓,97179282,林添富,高毅瑞,袁良慧,資深副總經理,2717-6000,20071128,新台幣                 10.0000元,3199762880,0,0,元大證券股務代理部,(02)2586-5859,106臺北市大安區敦化南路2段67號地下一樓,319976288
1150211,6026,福邦證券股份有限公司,福邦證,－ ,17,台北市忠孝西路1段6號5、6、7樓,23471214,黃炳鈞,陳松正,朱室澄,協理,23836888,20160127,新台幣                 10.0000元,3961618410,0,0,康和證券集團股務代理部,02-8787-1118,台北市信義區基隆路一段176號B1,396161841
1150211,6101,寬魚國際股份有限公司,寬魚國際,－ ,32,台北市大安區復興南路二段268號12樓,23466893,邱漢中,邱漢中,莊偉民,財務處處長,(02)87322999,20010329,新台幣                 10.0000元,1146183710,56595521,0,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,114618371
1150211,6103,合邦電子股份有限公司,合邦,－ ,24,新竹巿科學工業園區園區二路11號8樓,84149569,柯拔希,林逸洲,林逸洲,總經理,(03)579-5222,20010507,新台幣                 10.0000元,136048910,12604493,0,元大證券股份有限公司,(02)25863117,臺北市大安區敦化南路2段67號地下一樓,13604891
1150211,6104,創惟科技股份有限公司,創惟,－ ,24,新北市新店區北新路三段205號13樓,97435451,王國肇,王國肇,汪立威,營運處副總經理,(02)8913-1888,20010522,新台幣                 10.0000元,911271070,0,0,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,91127107
1150211,6109,亞元科技股份有限公司,亞元,－ ,27,台北市大安區基隆路四段43號研揚大樓7樓,23727428,莊永順,游偉煌,游偉煌,總經理,02-23770282,20010726,新台幣                 10.0000元,678254140,0,0,台新證券股務代理部,02-2504-8125,104台北市建國北路一段96號地下一樓,67825414
1150211,6111,光聚晶電聯合股份有限公司,光聚晶電,－ ,32,台北市大安區敦化南路2段11巷8號7樓,16612907,&#20931;俊光,陳瑤恬,莊仁川,財務長暨副總經理,02-27226266,20010808,新台幣                 10.0000元,1090910510,0,0,元大證券股務代理部,02-25865859,台北市大安區敦化南路2段67號地下一樓,109091051
1150211,6113,亞矽科技股份有限公司,亞矽,－ ,29,台北市內湖區洲子街58號7樓,22033899,蔡伯宜,蔡伯宜,郭芳美,公司治理主管,(02)87525858,20010810,新台幣                 10.0000元,525494550,0,0,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段2號5樓,52549455
1150211,6114,久威國際股份有限公司,久威,－ ,28,台北市內湖區陽光街365巷39號3樓,43880075,湯慧芳,湯慧芳,林金樟,財務部經理,(02)26577675,20010927,新台幣                 10.0000元,439119370,9758207,0,凱基證券(股)公司股務代理部,(02)2389-2999,台北市中正區重慶南路一段號5樓,43911937
1150211,6118,建達國際股份有限公司,建達,－ ,29,新北市新店區中正路531號5樓,89621848,王雪紅,陳文康,黃馴龍,執行副總,(02)22191600,20011025,新台幣                 10.0000元,908895730,0,0,中國信託商業銀行代理部,(02)66365566,台北市重慶南路一段83號6樓,90889573
1150211,6121,新普科技股份有限公司,新普,－ ,25,新竹縣湖口鄉八德路二段471號,86620351,宋福祥,宋福祥,魏靖文,副總,03-5695920,20011127,新台幣                 10.0000元,1849705190,0,0,台新綜合證券股務代理部,02-25048125,台北巿建國北路一段96號地下B1,184970519
1150211,6122,擎邦國際科技工程股份有限公司,擎邦,－ ,5,台北市內湖區瑞光路210號5樓,5114306,洪健峰,張明燦,許錦碧,副總經理,8751-0858,20000714,新台幣                 10.0000元,780916320,0,0,富邦綜合證券股份有限公司代理部,2361-1300,台北市中正區許昌街17號11樓,78091632
1150211,6123,上奇科技股份有限公司,上奇,－ ,30,台北市內湖區瑞光路76巷33號3樓,86162989,許承強,魏茂發,魏茂發,總經理,02-87923001,20020123,新台幣                 10.0000元,620894300,0,0,元大證券股份有限公司,(02)25865859,106045 台北市大安區敦化南路2段67號地下一樓,62089430
1150211,6124,業強科技股份有限公司,業強,－ ,28,(115)臺北市南港區三重路１９-１３號７樓,84900878,王台光,王台光,鄭文豪,財會處協理,(02)2655-1166,20020319,新台幣                 10.0000元,1824799450,0,0,凱基證券股份有限公司,(02)2389-2999,台北市重慶南路1段2號5樓,182479945
1150211,6125,廣運機械工程股份有限公司,廣運,－ ,26,新北市瑞芳區頂坪路瑞芳工業區69號,4757891,謝明凱,柯智鈞,沈麗娟,總經理,(02)2786-3797,20020123,新台幣                 10.0000元,2590111500,0,0,統一綜合證券股份有限公司,(02)2746-3797,台北市東興路8號,259011150
1150211,6126,信音企業股份有限公司,信音,－ ,28,新竹縣湖口鄉中正路二段209號,47122187,甘信男,楊政綱,胡瑞珍,財務總處副總經理,(03)5992862,20020118,新台幣                 10.0000元,1278269060,0,0,富邦綜合證券股份有限公司,(02)2361-1300,台北市100中正區許昌街17號11樓,127826906
1150211,6127,九豪精密陶瓷股份有限公司,九豪,－ ,28,桃園市平鎮區平東路一段160號,86412635,陳清金,陳雋廷,陳永倉,財務長,(03)450-7531,20020110,新台幣                 10.0000元,1080797510,0,0,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段6號6樓,108079751
1150211,6129,普誠科技股份有限公司,普誠,－ ,24,新北市新店區寶橋路233-1號2樓,22050539,姜長安,李國維,胡玉珍,董事長室協理,02-66296288,20011225,新台幣                 10.0000元,1809436750,0,0,凱基證券股份有限公司股務代理部,02-23892999,台北市重慶南路一段2號5F,180943675
1150211,6130,上亞科技股份有限公司,上亞科技,－ ,22,臺北市內湖區行愛路77巷63號6樓,84659035,黃謙騤,蔡中和,蔡侑潭,執行長,02-27132100,20020326,新台幣                 10.0000元,443000000,9300000,0,永豐金證券股份有限公司,(02)2381-6288,台北市博愛路17號3樓,44300000
1150211,6134,萬旭電業股份有限公司,萬旭,－ ,28,新北市五股區工業區五工六路72號3樓,22522622,張程欽,張程欽,李秉哲,常務副總,(02)2298-8066,20020108,新台幣                 10.0000元,818821170,5000000,0,中國信託商業銀行代理部,(02)6636-5566,台北市中正區重慶南路一段83號5樓,81882117
1150211,6138,茂達電子股份有限公司,茂達,－ ,24,新竹科學園區新竹市篤行一路6號,16252902,王志信,盛剛,王志信,董事長暨執行長,(03)5642000,20020118,新台幣                 10.0000元,752760000,0,0,元富證券股份有限公司,(02)27686668,台北市松山區光復北路11巷35號地下一樓,75276000
1150211,6140,訊達電腦股份有限公司,訊達電腦,－ ,30,台北市中山區建國北路二段147號2樓,30990747,一智投資股份有限公司,蘇文宗,潘薇馨,處經理,02-2501-5568,20020204,新台幣                 10.0000元,548977600,0,0,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下二樓,54897760
1150211,6143,振曜科技股份有限公司,振曜,－ ,27,新竹縣竹北市博愛街945號,16084080,宗緒福,呂信勇,黃子瑋,副總經理,(03)5535565,20020128,新台幣                 10.0000元,860588970,0,0,元大證券股務代理部,(02)25865859,臺北市大安區敦化南路2段67號地下一樓,86058897
1150211,6144,得利影視股份有限公司,得利影,－ ,32,台北市民權西路53號10樓,89398566,吳昭弘,楊愛麗,楊愛麗,總經理,25962866,20020123,新台幣                 10.0000元,382737010,21682128,0,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,38273701
1150211,6146,耕興股份有限公司,耕興,－ ,31,新北市汐止區新台五路一段一０六號六樓,97491093,黃文亮,黃文亮,潘鳳雯,財務部協理,(02)26962468,20020123,新台幣                 10.0000元,1018671990,0,0,凱基證券股份有限公司,(02)23892999,台北市重慶南路一段二號五樓,101867199
1150211,6147,頎邦科技股份有限公司,頎邦,－ ,24,新竹市新竹科學園區力行五路三號,16130009,吳非艱,施政宏,羅世蔚,財務長,(03)567-8788,20020131,新台幣                 10.0000元,7445935390,0,0,元大證券股份有限公司,(02)25865859,106臺北市大安區敦化南路2段67號地下一樓,744593539
1150211,6148,驊宏資通股份有限公司,驊宏資,－ ,30,台北市中正區北平東路30號5樓,86468118,皮卡比熊股份有限公司,廖文鐸,高郁芬,公司治理主管,(02)2356-3996,20020201,新台幣                 10.0000元,466037570,0,0,群益金鼎證券(股)公司股務代理部,(02)2703-5000,台北市敦化南路二段97號B2,46603757
1150211,6150,撼訊科技股份有限公司,撼訊,－ ,25,新北市汐止區新台五路一段79號7樓之7,16238655,張茂松,陳劍威,周忠信,總經理特助,86983000,20020311,新台幣                 10.0000元,483459850,0,0,富邦綜合證券股務代理部,23611300,台北市許昌街17號11樓,48345985
1150211,6151,晉倫科技股份有限公司,晉倫,－ ,31,桃園市大園區南港里11鄰長發路250號,12390496,鐘春重,陳原振,簡嘉毅,經理,(03)386-8820,20020225,新台幣                 10.0000元,552573000,0,0,統一綜合證券股份有限公司,(02)2746-3797,台北市松山區東興路8號B1樓,55257300
