出表日期,公司代號,公司名稱,公司簡稱,外國企業註冊地國,產業別,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上櫃日期,普通股每股面額,實收資本額,私募股數,特別股,編制財務報表類型,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,網址,已發行普通股數或TDR原股發行股數
1150211,6182,合晶科技股份有限公司,合晶,－ ,24,桃園市龍潭區龍潭科學園區龍園一路100號,16138282,焦平海,張憲元,張憲元,總經理,蔡仲迪,(03)4815001,19970724,20020516,新台幣                 10.0000元,5736383300,0,0,1,凱基證券股份有限公司股務代理部,(02)23892999,台北市重慶南路一段2號5樓,安永聯合會計師事務所,鄭清標,張志銘,WAFER WORKS,"No.100, Longyuan 1 st Rd., Longtan Science Park,Taoyuan,32542,Taiwan R.O.C.　　　",(03)4815002,public@waferworks.com,Http://www.waferworks.com,573638330
1150211,6185,幃翔精密股份有限公司,幃翔,－ ,28,新北市土城區自強街11巷1號3樓,22906009,陳文鏗,郭昭正,王智增,業務部副總,賴婉民,(02)22672346,19880426,20020809,新台幣                 10.0000元,1498675310,0,0,1,富邦綜合證券股份有限公司,(02)2361-1300,台&#63843;市中正區許昌街 17 號 11 &#63820;,大中國際聯合會計師事務所,林月霞,張榕枝,PLASTRON,"3F., No.1, Ln. 11, Ziqiang St.Tucheng Dist., New Taipei City , Taiwan",(02)22681211,spokesman@plastron.com.tw,https://www.plastronconn.com/zh_TW,149867531
1150211,6186,新潤興業股份有限公司,新潤,－ ,14,台北市松山區民生東路三段109號8樓(通訊),16318881,郭長庚,郭長庚,蔣秀婷,業務部副總,廖育嫺,25450899,19980330,20020802,新台幣                 10.0000元,1949075980,0,0,2,兆豐證券股份有限公司,02-33930898,100台北市忠孝東路二段95號1樓,資誠聯合會計師事務所,李秀玲,黃金連,Shin Ruenn,"8F., No.109, Sec. 3, Minsheng E. Rd., Songshan Dist.,Taipei City 105, Taiwan R.O.C.",25469299,afra@shinruenn.com.tw,http://www.shinruenn.com,194907598
1150211,6187,萬潤科技股份有限公司,萬潤,－ ,24,821011 高雄市路竹區路科十路1號,97015768,盧鏡來,歐承恩,盧慧萱,董事長特助,蘇雅蓉,(07)607-1828,19960524,20020927,新台幣                 10.0000元,971269310,0,0,1,統一綜合證券股份有限公司,(02)2747-8266,105412 臺北市松山區東興路8號地下1樓,資誠聯合會計師事務所,徐惠榆,田中玉,ALL RING,"NO.1,Lu-ke 10 Rd.,Lujhu Science Park,Lujhu DistKaohsiung  City ,821011,Taiwan(R.O.C)",(07)695-5556,huihsuan.lu@allring-tech.com.tw,www.allring-tech.com.tw,97126931
1150211,6188,廣明光電股份有限公司,廣明,－ ,25,桃園市龜山區華亞二路58之2號6樓,16836218,何世池,張嘉峰,李志仁,副總經理暨財務長,陳美娟,03-3288090,19990210,20020827,新台幣                 10.0000元,2783589100,0,0,1,中國信託銀行代理部,02-66365566,台北市重慶南路一段83號6樓,安侯建業聯合會計師事務所,陳盈如,陳宜君,QSI　,"6F.,NO..58-2, Huaya 2nd Rd.,Guishan Dist.,Taoyuan City 33341, Taiwan,R.O.C.　　　",03-3289515,chih-jen.lee@qsitw.com,www.qsitw.com,278358910
1150211,6190,萬泰科技股份有限公司,萬泰科,－ ,27,桃園市中壢區北園路17號(公司:新北市五股區五工六路72號),4674153,張銘烈,張程雅,許玉秀,副總經理,黃琡媚,03-452-7777,19780619,19980204,新台幣                 10.0000元,1864696840,0,0,1,中國信託商業銀行代理部,(02)6636-5566,台北市100中正區重慶南路1段83號5樓,資誠聯合會計師事務所,張淑瓊,楊蕙慈,WONDERFUL　　,"17 PEI-YUAN ROADCHUNG-LI INDUSTRIAL PARK, TAIWAN, R.O.C.",03-4522021,wtc261@wontex.com.tw,http://www.wontex.com,186469684
1150211,6194,育富電子股份有限公司,育富,－ ,28,桃園市桃園區新埔六街101號24樓,45082694,劉永幹,周志恒,許俊彥,財務長,彭明瑜,03-3460289,19830221,20021205,新台幣                 10.0000元,480000000,0,0,1,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,安永聯合會計師事務所,王瑄瑄,陳智忠,YUFO,"24F., No.101, Xinpu 6th St., Taoyuan Dist., Taoyuan City 330, Taiwan (R.O.C.)Taoyuan City ,  Taiwan (R.O.C.)",03-3464069,webmail@yufo.com.tw,www.yufo.com.tw,48000000
1150211,6195,詩肯股份有限公司,詩肯,－ ,38,桃園市龜山區頂湖一街69號,89403884,林福勤,謝秀珠,何山壯,財務/會計主管,徐佳婕,(03)318-0555,19951009,20021021,新台幣                 10.0000元,501929420,0,0,1,凱基證券股份有限公司,(02)2389-2999,臺北市重慶南路一段2號5樓,勤業眾信聯合會計師事務所,張淳儀,李麗凰,SCAN-D,"No.69, Dinghu 1st St., Guishan Dist.,Taoyuan City 333, Taiwan.",(03)318-6555,grace@scanteak.com.tw,https://ir.scanteak.com.tw/,50192942
1150211,6198,瑞築建設股份有限公司,瑞築,－ ,14,台北市內湖區行善路467號7樓,16759177,陳朝城,郭嘉棟,邱采欣,財務經理,賴春燕,(02)87523988,19981029,20021226,新台幣                 10.0000元,1714003500,138765000,0,1,永豐金證券股務代理部,(02)23816288,台北市中正區博愛路17號3樓,安永聯合會計師事務所,王慕凡,王甯寬,Rich Circle,"7F., No.467, Singshan Rd.,Neihu Dist., Taipei City 114063, Taiwan",(02)87523989,info@richcircle.com.tw,http://www.richcircle.com.tw,171400350
1150211,6199,天品聯合企業股份有限公司,天品,－ ,20,新北市中和區板南路657號8樓,84228281,李振寬,李娜亞,洪春木,經理,李娜亞,(03)2756356,19930403,20161007,新台幣                 10.0000元,617600180,0,0,1,元大證券股份有限公司股務代理部,(02)25865859,106臺北市大安區敦化南路2段67號地下一樓,國富浩華聯合會計師事務所,吳孟達,陳謙慧,TienPin,"8 F., No. 657, Bannan Rd., Zhonghe Dist.New Taipei City, aiwan (R.O.C.)",(03)4261750,jerryhung@datafab.com,www.datafab.com,61760018
1150211,6203,海韻電子工業股份有限公司,海韻電,－ ,28,台北市內湖區內湖路一段360巷19號8樓,4329168,張昀琦,潘孟文,裴琳,特助,呂螢芳,02-26590338,19750919,20021226,新台幣                 10.0000元,824013700,0,0,1,統一綜合證券股份有限公司,02-27463666,台北市松山區東興路8號B1,勤業眾信聯合會計師事務所,胡家熀,莊碧玉,Sea Sonic,"8F., #19 Alley 360 Sec. 1, Neihu Road, Neihu,Taipei,Taiwan, R.O.C.",02-26590530,investor@seasonic.com.tw,www.seasonic.com,82401370
1150211,6204,台灣艾華電子工業股份有限公司,艾華,－ ,28,桃園市桃園區中正路1221、1223號9樓,43408984,陳碩璨,黃國義,成書英,財會部協理,陳鵬如,(03)357-7799,19700214,20021113,新台幣                 10.0000元,231020800,0,0,1,元富證券股份有限公司股務代理部,(02)2768-6668,台北市松山區光復北路11巷35號地下一樓(台北瓦斯光復大樓),安永聯合會計師事務所,洪國森,陳政初,ALPHA,"9F,NO.1221 CHUNG CHENG RD,TAOYUAN,TAIWAN R.O.C.",(03)356-2009,janet@taiwanalpha.com,www.taiwanalpha.com,23102080
1150211,6207,雷科股份有限公司,雷科,－ ,28,高雄市前鎮區新生路二四八之三十九號,22837088,鄭再興,黃萌義,唐靜玲,協理,陳炫佑,07-8159877,19880906,20021223,新台幣                 10.0000元,796799100,0,0,1,元大證券股份有限公司,02-25865859,106臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,廖阿甚,王國華,LASERTEK,"NO.248-39,SHIN SHENG RD CHIEN ZHEN DISTRICT, 806KAOHSIUNG TAIWAN, R.O.C",07-8156711,lasertek@lasertek.com.tw,www.lasertek.com.tw,79679910
1150211,6208,日揚科技股份有限公司,日揚,－ ,24,台南市新市區活水路8號,16101031,吳昇憲,待董事會任命,江慶偉,財務長,羅筱秋,(06)246-0296,19970529,20021223,新台幣                 10.0000元,944623430,0,0,1,國票綜合證券(股)公司股務代理部,(02)2528-8988,台北市松山區南京東路五段188號15樓,資誠聯合會計師事務所,王銘義,林永智,Htc,"No.8, Huoshui Rd., Xinshi Dist.Tainan City, Taiwan 744",(06)599-5055,ec@high-light.com.tw,http://www.htcvacuum.com/,94462343
1150211,6210,慶生電子股份有限公司,慶生,－ ,28,桃園市中壢區中壢工業區松江北路24號,45190379,王興榮,朱陳永慶,范揚淵,副總經理,王桂香,(03)4529556,19841005,20030214,新台幣                 10.0000元,350480000,0,0,2,統一綜合證券股份有限公司,(02)27463797,台北市東興路八號地下一樓,資誠聯合會計師事務所,李燕娜,鄭雅慧,　　KINTECH,"NO.24 SONGJIANG N.ROAD　CHUNG-CIINDUSTRIAL PARK, TAOYUAN,TAIWAN",03-4510791,880001@kintech.com.tw,WWW.KINTECH.COM.TW,35048000
1150211,6212,理銘開發股份有限公司,理銘,－ ,14,新竹市公道五路2段419號7樓,7611076,曾森縣,曾森縣,曾森縣,總經理,葉良平,(03)6886188,19771108,20021226,新台幣                 10.0000元,1020000000,0,0,2,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,致遠聯合會計師事務所,張益銘,侯委&#26187;,LI MING,"7F,No.419,Sec.2 Kung Dao Wu  Rd. ,Hsin Chu,Taiwan,R.O.C.",(03)6886189,fred@met.com.tw,http://www.met.com.tw,102000000
1150211,6217,中國探針股份有限公司,中探針,－ ,28,新北市板橋區和平路24巷8號4樓,22059031,陳志&#23791;,馮明欽,楊璽邁,副總經理,林文泓,02-29612525,19860122,20030109,新台幣                 10.0000元,1172100180,0,0,1,凱基證券股份有限公司,02-23892999,台北市中正區重慶南路一段2號4樓,資誠聯合會計師事務所,王菘澤,吳仁杰,C.C.P.,"4F., No.8, Ln. 24, Heping Rd.,Banqiao Dist., New Taipei City 220",02-29610355,info@pccp.com.tw,https://www.ccpcontactprobes.com/,117210018
1150211,6218,豪勉科技股份有限公司,豪勉,－ ,27,台北市大同區承德路一段70號3樓,12223097,彭以豪,蘇惠婉,蘇惠婉,總經理,劉怡君,(02)2559-6163,19790426,20030114,新台幣                 10.0000元,642620000,0,0,1,凱基證券股務代理部,(02)2389-2999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,尤志峰,邱政俊,Hauman,"3rd Fl., No. 70, Sec. 1, Chengde Rd.　Taipei, Taiwan, R.O.C.",(02)2549-2681,pr@hauman.com.tw,www.hauman.com.tw,64262000
1150211,6219,富旺國際開發股份有限公司,富旺,－ ,14,台中市西區大隆路20號4樓之5,97447647,林宗毅,林祐任,陳永和,經理,林宗毅,04-23273030,19970423,20030226,新台幣                 10.0000元,1249670900,0,0,1,元富證券股份有限公司,02-27686668,台北市光復北路11巷35號B1樓,資誠聯合會計師事務所,劉美蘭,王玉娟,FULL WANG,"4F.-5, No.20, Dalong Rd., West Dist.,Taichung City 40310, Taiwan (R.O.C.)",04-23268874,fw0459@fwgroup.com.tw,https://www.fwgroup.com.tw/,124967090
1150211,6220,岳豐科技股份有限公司,岳豐,－ ,28,桃園市新屋區中山東路二段130巷12-9號,45911735,葉春榮,林森褔,蔡瑞華,總經理,賴明芳,03-4778846,19830903,20030109,新台幣                 10.0000元,1464626400,0,0,1,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,安侯建業聯合會計師事務所,謝秋華,李&#16689;儀,YFC-BONEAGLE,"NO12-9,130th LANE. SECTION 2,CHUNG SHAN E,ROAD,HSINWU,TAOYUAN 32741,TAIWANHSINWU,TAOYUAN 32741,TAIWAN",03-4772340,Speaker@cables.com.tw,www.cables.com.tw,146462640
1150211,6221,晉泰科技股份有限公司,晉泰,－ ,30,新竹市光復路二段289號7F,84981323,昇鋒投資股份有限公司,楊倉富/黃昱斌,林永紳,經理,陳美喻,03-5163089,19940624,20030106,新台幣                 10.0000元,1685912060,0,0,1,國票綜合證券(股)公司股務代理部,02-25288988,105411台北市松山區南京東路五段188號15樓,群智聯合會計師事務所,呂松裕,張鈞富,Genesis　,"7F, No.289, Sec.2, Kuang Fu Rd.,　Hsin-Chu City 300, Taiwan, R.O.C.",03-5163063,IR@genesis.com.tw,https://www.genesis.com.tw/,168591206
1150211,6222,立軒開發建設股份有限公司,立軒,－ ,26,新北市林口區文化一路一段258號8樓,22182927,陳銘鴻,李雪華,池曉鈴,經理,林惠琴,26918000,19860815,20030109,新台幣                 10.0000元,705888780,53678118,0,1,福邦證券股務代理部,2383-6888,100台北市中正區忠孝西路一段6號6樓,安侯建業聯合會計師事務所,黃欣婷,池世欽,Li Hsuan,"8F., No. 258, Sec. 1, Wenhua 1st RdLinkou Dist.,New Taipei City,Taiwan",26917000,sharonchih@sotac.com.tw,www.sotac.com.tw/web/index/index.jsp?lang=tw,70588878
1150211,6223,旺矽科技股份有限公司,旺矽,－ ,24,302新竹縣竹北市中和街 155號,89647050,葛長林,郭遠明,邱靖斐,董事長特別助理,莊潔志,03-5551771,19950725,20030106,新台幣                 10.0000元,979813090,0,0,1,華南永昌綜合證券股份有限公司,02-27186425,台北市民生東路四段54號4樓,日正聯合會計師事務所,巫貴珍,陳燦煌,MPI,"No.155, Chung-Ho St.Chu-Pei City,Hsinchu Hsiang,Taiwan,R.O.C",03-5518381,angel.tsai@mpi.com.tw,www.mpi.com.tw,97981309
1150211,6227,茂綸股份有限公司,茂綸,－ ,29,新北市新店區北新路三段207-2號14樓,20811962,吳偉國,莊文杰,張聖鑫,副總經理,章政群,(02)8913-2200,19790208,20030114,新台幣                 10.0000元,761117860,0,0,1,群益金鼎證券股份有限公司,27023999,台北市敦化南路二段97號B2,安永聯合會計師事務所,張正道,楊弘斌,Macnica Galaxy,"14F,207-2,Sec.3,Peihsin Rd.,Hsintien Dist.,New Taipei Taiwan,R.O.C",(02)8913-2277,Jeffrey.chang@macnica.com,https://www.macnica.com/apac/galaxy/zh_tw/,76111786
1150211,6228,全譜科技股份有限公司,全譜,－ ,25,新北市汐止區大同路一段239號7樓,84560006,高偉超,曾治元,陳素花,財務長,蔡彩華,86921800,19930920,20030121,新台幣                 10.0000元,260000000,15327092,0,1,台新證券股務代理部,25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,邱鏞銘,方蘇立,PIE,"7F.,No.239,Sec.1,Datong Rd.,Xizhi Dist.,Hsi Chih,Taipei Hsien,221 Taiwan,R.O.C",86921860,carol@scanace.com.tw,www.scanace.com,26000000
1150211,6229,研通科技股份有限公司,研通,－ ,24,新北市汐止區新台五路一段99號31樓之12,86491265,許劍郎,黃正華,黃正華,總經理,李偉任,(02)26971318,19920302,20030114,新台幣                 10.0000元,403607000,4720000,0,1,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號B1,安侯建業聯合會計師事務所,莊鈞維,陳彥富,V-TAC,"31.-12,No. 99,Sec.1,Xintai 5th Rd.,Xizhi Dist.,NEW TAIPEI CITY XIZHI ,TAIWAN R.O.C",(02)26971260,spokes@vtac.com.tw,www.vtac.com.tw,40360700
1150211,6231,系微股份有限公司,系微,－ ,30,台北市中山區建國北路二段120號16樓,16627697,王志高,王彥棋,徐心吾,財會協理,李佩燕,66083688,19980918,20030123,新台幣                 10.0000元,456521860,0,0,1,凱基證券股份有限公司,23892999,台北市重慶南路一段2號4樓,安侯建業聯合會計師事務所,吳政諺,陳俊光,Insyde,"16F., No.120, Sec. 2, Jianguo N. Rd., Zhongshan DistrictTaipei, Taiwan, R.O.C.",66083689,ir@insyde.com,www.insyde.com,45652186
1150211,6233,旺玖科技股份有限公司,旺玖,－ ,24,台北市南港路三段48號7樓,16177572,張景棠,張景棠,張景棠,董事長,李光世,02-26546363,19971113,20030220,新台幣                 10.0000元,810218960,0,0,1,凱基證券股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,安侯建業聯合會計師事務所,黃泳華,余聖河,PROLIFIC,"7F, NO.48, Sec.3, Nan Kang Rd., Nan Kang,Taipei 115607, Taiwan, R.O.C",02-26546161,ir@prolific.com.tw,www.prolific.com.tw,81021896
1150211,6234,高僑自動化科技股份有限公司,高僑,－ ,26,台中市437大甲區日南里工七路1號,23712277,李義隆,陳蓬萊,陳蓬萊,總經理,李妮晏,04-26822168,19900502,20030312,新台幣                 10.0000元,1003863980,0,0,1,凱基證券股份有限公司,02-23148800,台北市100重慶南路一段2號5樓,安侯建業聯合會計師事務所,陳燕慧,張字信,TERA AUTO,"No.1 Industrial Park 7Rd., Tachia,Taichung Hsien, Taiwan, R.O.C.　　",04-26820567,financial@teraauto.com.tw,http://www.teraauto.com.tw/,100386398
1150211,6236,中湛股份有限公司,中湛,－ ,20,台中市南屯區公益路二段51號10樓A室,16094290,林岳鋒,林岳鋒,林岳鋒,董事長,吳宜芳,04-23281939,19971002,20030331,新台幣                 10.0000元,416540390,36600000,0,1,群益金鼎證券股份有限公司,(02)27035000,106台北市大安區敦化南路二段97號B2,聯捷聯合會計師事務所,邱烺民,林季亭,Neith Corp.,"Room A, 10F., No. 51, GongYi Road SEction 2, NanTun,Taichung, Taiwan 408",04-23281936,evonnewu@neithcorp.com,www.neithcorp.com,41654039
1150211,6237,驊訊電子企業股份有限公司,驊訊,－ ,24,台北市市民大道四段100號6樓,86315535,鄭期成,李建榮,李建榮,總經理,何宜成,02-87731100,19911205,20030421,新台幣                 10.0000元,796453710,0,0,1,宏遠證券股份有限公司股務代理部,02-23268818,台北市信義區信義路四段236號3樓,資誠聯合會計師事務所,陳憲正,林瑟凱,CMEI,"6F., 100, Sec. 4, Civil BoulevardTaipei, Taiwan, R.O.C.",02-87732211,ir@cmedia.com.tw,http://www.cmedia.com.tw,79645371
1150211,6240,松崗國際興業股份有限公司,松崗,－ ,30,臺北市忠孝西路1段50號11樓,97446128,湯順甄,湯順甄,顏雅蕙,協理,許雅琳,02-23830383,19970419,20030530,新台幣                 10.0000元,228673700,0,0,1,統一綜合證券股份有限公司,02-2747-8266,台北市松山區東興路8號B1樓,資信聯合會計師事務所,戴至柔,黃增國,Sung  Gang,"11F,No.50,Sec.1,Chung Hsiao W Rd.,Taipei,Taiwan R.O.C.",02-23810393,annie@kingsinfo.com.tw,https://www.sunggang.com.tw/,22867370
1150211,6241,鑫永洋科技股份有限公司,鑫永洋,－ ,27,台南市709安南區工業二路82號,86504769,孫秀梅,謝景惠,謝景惠,總經理,林雅芬,06-3840077,19920328,20030408,新台幣                 10.0000元,487000000,16555185,0,2,群益金鼎證券股份有限公司,(02)2702-3999,106420台北市大安區敦化南路二段97號B2,立本台灣聯合會計師事務所,張書成,劉克宜,AMIGO,"No.82,Gongye 2nd Rd., Annan Dist.,Tainan City 709Tainan,Taiwan.R.O.C.",06-3843960,public@amigo.com.tw,www.amigo.com.tw,48700000
1150211,6242,立康生醫事業股份有限公司,立康,－ ,22,台南巿永康區王行里環工路29號,12549828,鄭育修,鄭育修,莊祐霖,協理,高碧婕,(06)2015859,19850416,20030423,新台幣                 10.0000元,318065000,641407,0,1,福邦證券股份有限公司股務代理部,(02)23711658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,李季珍,廖鴻儒,LI KANG,"No.29, Huangong Rd., Yongkang Dist.,Tainan City 71041, Taiwan (R.O.C.)",(06)2018467,likangbio@herbalmed.com.tw,http://likangbio.com,31806500
1150211,6244,茂迪股份有限公司,茂迪,－ ,26,新北市深坑區北深路3段248號6樓,20889546,曾永輝,王丁召/林煥順,王丁召,財務長,朱宜珊,(06)5050789,19810603,20030515,新台幣                 10.0000元,3870418750,0,0,1,中國信託商業銀行代理部,(02)6636-5566,10008台北市中正區重慶南路一段83號5樓,安侯建業聯合會計師事務所,黃明宏,楊雲筑,MOTECH,"6F, No. 248, Sec. 3, Bei-Shen Road, Shen-Keng DistrictNew Taipei City,Taiwan",(06)5051789,ir@motech.com.tw,www.motech.com.tw,387041875
1150211,6245,立端科技股份有限公司,立端,－ ,27,新北市汐止區大同路2段173號7樓,22327466,周逸文,王葆儀、周孟賢,周旭龍,資深副總,林怡欣,02-86926060,19861030,20030519,新台幣                 10.0000元,1466083030,0,0,1,宏遠證券股份有限公司,02-23268818,106台北市大安區信義路四段236號3樓,安侯建業聯合會計師事務所,吳仲舜,王勇勝,Lanner　,"7F, No. 173, Sec. 2,  Datong Road, Xizhi District,　New Taipei  City 221, Taiwan　　　",02-86926102,catherine_lin@lannerinc.com,www.lannerinc.com,146608303
1150211,6246,臺龍電子股份有限公司,臺龍,－ ,26,新北市新莊區思源路332巷7號3樓,12386388,許采彤,舒逸豪,舒逸豪,董事,高宏成,(02)22772828,19821113,20030618,新台幣                 10.0000元,378514150,22853440,0,1,華南永昌綜合證券股份有限公司,(02)27186425,臺北市民生東路4段54號4樓,德昌聯合會計師事務所,陳裕勳,陳秀莉,TTFIC,"3F., No. 7, Ln. 332, Siyuan Rd., Xinzhuang Dist., New Taipei City 242, TaiwanNEW TAIPEI CITY, TAIWAN. R.O.C.",(02)22990520,tl-sales@tai-lon.com,www.tai-lon.com,37851415
1150211,6248,沛波鋼鐵股份有限公司,沛波,－ ,10,彰化縣鹿港鎮經建十一路3號,38432767,顏慶利,黃霈櫻,黃霈櫻,總經理,王惠玲,04-7530578,19840516,20030903,新台幣                 10.0000元,999561490,0,0,1,康和綜合證券股份有限公司,(02)8787-1118,110台北市信義區基隆路一段176號B1,資誠聯合會計師事務所,徐惠榆,田中玉,TMP,"No. 3,Jingjian 11th Rd.,Lukang Township, Changhua County, Taiwan",04-7533028,tmp@tmpco.com.tw,www.tmpco.com.tw,99956149
1150211,6259,百徽股份有限公司,百徽,－ ,28,台北市內湖區瑞湖街199號3樓,84497335,張傑民,李代祥,羅偉昌,財務長,洪麗如,02)8792-7788,19931220,20030917,新台幣                 10.0000元,267661460,11412448,0,1,兆豐證券股份有限公司,02-33930898,台北市忠孝東路二段９５號８樓,馬施云大華聯合會計師事務所,趙翊棋,黃俊諺,BULLWILL,"3F., No.199,Ruihu St.,Neihu Dist.,Taipei,Taiwan .",02)8792-6222,grant@bullwill.com.tw,http://www.bullwill.com.tw,26766146
1150211,6261,久元電子股份有限公司,久元,－ ,24,新竹市科學工業園區科技路5號4F,86244737,汪秉龍,蕭維唐,陳巧芬,財務部副處長,鄭惠如,03-6669968,19910722,20040329,新台幣                 10.0000元,1284979890,0,0,1,群益金鼎證券股份有限公司,02-27023999,台北市敦化南路二段97號地下室2樓,勤業眾信聯合會計師事務所,張雅芸,蔡美貞,YTEC,"4F, No.5, Technology Rd., Science-Based Industrial Park,Hsin-Chu, Taiwan, R.O.C.",03-6662951,fannie@ytec.com.tw,www.ytec.com.tw,128497989
1150211,6263,普萊德科技股份有限公司,普萊德,－ ,27,新北市新店區民權路96號10樓,84117341,陳清港,陳清港,林滿足,財務部財務長,吳雪如,2219-9518,19930105,20030917,新台幣                 10.0000元,625009640,0,0,1,元大證券股份有限公司,2586-5859,臺北市大安區敦化南路2段67號地下一樓,正風聯合會計師事務所,吳欣亮,林啟平,Planet,"　　10F.,No.96, Minquan Rd., Xindian Dist.,　　New Taipei City 231, Taiwan (R.O.C.)",2218-2248,natalie@planet.com.tw,www.planet.com.tw,62500964
1150211,6264,富裔實業股份有限公司,富裔,－ ,14,台北市信義區松仁路277號18樓,97477509,祝文定,祝文定,祝泓真,特助,闕明達,(02)28834707,19970702,20040224,新台幣                 10.0000元,1363552910,50130827,0,1,元大證券(股)公司股務代理部,(02)2586-5859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,莊文源,楊清鎮,KL,"18F No.277,Songren Rd., Xinyi Dist.,Taipei Taiwan, R.O.C.",(02)28830023,jameschu06@kingland.com.tw,www.kingland.com.tw,136355291
1150211,6265,方土昶股份有限公司,方土昶,－ ,29,新北市新店區寶中路92號10樓,16436439,張政文,張政文,林芳燕,協理,謝佩君,(02)2916-1997,19980122,20031024,新台幣                 10.0000元,1181721510,0,0,1,中國信託商業銀行股份有限公司,(02)6636-5566,臺北市重慶南路一段83號五樓,資誠聯合會計師事務所,涂展源,黃世鈞,KCU,"10F, NO.92, Pao Chung Road, Xindian Dist.,　New Taipei City , Taiwan, R.O.C.　　",(02)2916-2262,FangYan.Lin@kc-uppertech.com,http://www.kc-uppertech.com/,118172151
1150211,6266,泰詠電子股份有限公司,泰詠,－ ,28,新竹市香山區埔前里牛埔東路480號,23576977,崔世和,王政豐,王政豐,總經理,周美津,03-5386139,19900215,20040429,新台幣                 10.0000元,1538716410,0,0,1,永豐金證券股份有限公司,02-23816288,台北市中正區博愛路17號3樓,勤業眾信聯合會計師事務所,林心彤,陳明煇,TOP UNION　　,"No.480, Nioupu E. Rd.,　　Hsinchu, Taiwan, R.O.C.　",03-5386138,spokesman2@topunion.com.tw,http://www.topunion.com.tw,153871641
1150211,6270,倍微科技股份有限公司,倍微,－ ,29,新北市汐止區新台五路一段75號5樓,86882278,傅江松,傅江松,黃美津,總管理處總經理,李志強,02-26980098,19921020,20030917,新台幣                 10.0000元,721457590,0,0,1,凱基證券股份有限公司,02-23148800,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,林一帆,蔡蓓華,PCT,"5F,No. 75, Sec. 1, Sintai 5th RdSijhih City, Taipei , Taiwan 221, R.O.C.",02-26980096,public@pct.com.tw,http://www.pct.com.tw,72145759
1150211,6274,台燿科技股份有限公司,台燿,－ ,28,新竹縣竹北市博愛街803號,4226091,辛忠衡,陳正益,黃文旭,副總經理,黃怡仁,03-5551103,19740522,20031218,新台幣                 10.0000元,2886993870,0,0,1,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,翁博仁,褚世蘭,tuc,"803, Po Ai St., Chupei CityHsinchu Hsien ,  Taiwan R.O.C.",03-5551666,www.tuc.com.tw,www.tuc.com.tw,288699387
1150211,6275,元山科技工業股份有限公司,元山,－ ,28,高雄市仁武區仁發六路6號,22264722,陳冠宏,劉賢文,劉賢文,總經理,梁湘宜,(07)3713588,19870310,20041223,新台幣                 10.0000元,792570750,0,0,1,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路1段6號6樓,安侯建業聯合會計師事務所,許振隆,陳永祥,Y.S.TECH,"No. 6, Renfa 6th Rd., Renwu DistKaohsiung City, Taiwan, ROC",(07)3742027,ystech@ystech.com.tw,www.ystech.com.tw,79257075
1150211,6276,安鈦克科技股份有限公司,安鈦克,－ ,25,台北市內湖區洲子街107號8樓,34235759,李益昌,李知達,陳明勇,營運長,陳束燕,02-2799-0022,19781021,20031030,新台幣                 10.0000元,220430000,9699498,0,1,永豐金證券股務代理部,02-23816288,台北市博愛路17號3樓,安侯建業聯合會計師事務所,吳俊源,陳政學,Antec,"8F., No. 107, Jhouzih St., Neihu District,Taipei City 11493, Taiwan, R.O.C.　",02-2799-3435,investor@antec.com,http://www.antec.com,22043000
1150211,6279,胡連精密股份有限公司,胡連,－ ,28,新北市汐止區福德一路342巷1號,20759430,張子雄,胡盛清,高士翔,總經理室IR經理,張嘉琪,(02)26940551,19770709,20031126,新台幣                 10.0000元,1190157360,0,0,1,永豐金證券股份有限公司,(02)23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,施俊弘,鄭旭然,HU LANE　,"No. 1, Ln. 342, Fude 1st Rd., Xizhi DistNew Taipei City 221010 , Taiwan (R.O.C.)",(02)26941062,hulane@hulane.com.tw,https://www.hulane.com.tw/,119015736
