broker_id,broker_group,broker_name,branch_name,address,city,phone,date,source,note,broker_org_type,seat_type,is_proprietary,id_quality,broker_category_ids,wantgoo_name,wantgoo_match_score,wantgoo_in_foreign_list,wantgoo_notes,city_quality,record_source
6465,大昌,大昌-桃園,桃園,桃園市桃園區經國路128號2樓,桃園市,03-3263689,2001/7/27,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6461,大昌,大昌-樹林,樹林,新北市樹林區復興路11號、13號及15號1、2樓,新北市,02-26756088,1996/12/26,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6460,大昌,大昌,總部,新北市板橋區東門街30之2號2樓之1至85及9樓之1、2,新北市,02-29689685,1989/9/30,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
8381,安泰,安泰-大發,大發,高雄市大寮區力行路105號,高雄市,07-7819121,1997/7/26,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8382,安泰,安泰-楠梓,楠梓,高雄市楠梓區興楠路285號1樓,高雄市,07-3528866,1997/8/1,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8380,安泰,安泰,總部,"高雄市鳳山區五福二路36號1,2樓",高雄市,07-8122789,1990/10/22,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
126H,宏遠,宏遠-中和,中和,新北市中和區民樂路23號1樓及地下1樓,新北市,02-32346738,1998/8/1,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
126i,宏遠,宏遠-光隆,光隆,花蓮縣花蓮市公園路26號4-6樓,花蓮縣,03-8352181,2021/2/17,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
126L,宏遠,宏遠-台中,台中,台中市文心路1段521號7樓之6,台中市,04-2255-6687,1998/10/20,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
126D,宏遠,宏遠-台南,台南,台南市中西區忠義路2段69號3樓及5樓之2,台南市,06-2236677,1997/8/13,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
126X,宏遠,宏遠-新化,新化,臺南市新化區中山路243號之1二樓及三樓,臺南市,06-5801000,2006/7/24,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
1262,宏遠,宏遠-桃園,桃園,桃園市桃園區大興西路二段35號1樓及地下室一層,桃園市,03-3463456,1995/12/16,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
1261,宏遠,宏遠-民生,民生,台北市松山區南京東路五段1號4樓,台北市,02-27657933,1992/4/8,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
1260,宏遠,宏遠,總部,台北市信義路4段236號4樓部分、5樓部分、7樓部分及台北市信義路五段7號46樓之1部分,台北市,02-27008899,1962/2/9,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
126U,宏遠,宏遠-館前,館前,臺北市中正區博愛路76號5樓,臺北市,02-23121122,2000/5/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
126Q,宏遠,宏遠-高雄,高雄,高雄市中正二路175號4樓,高雄市,07-2299788,2010/2/1,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
126T,宏遠自營,宏遠自營,總部,台北市信義路四段236號3F,台北市,,2007/10/25,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01",,,,,from_address,finmind
961K,富邦,富邦-七賢,七賢,高雄市七賢二路267號2樓,高雄市,07-2816888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962J,富邦,富邦-三峽,三峽,新北市三峽區文化路59號4樓之1,新北市,02-26748988,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9677,富邦,富邦-三重,三重,新北市三重區正義北路279號地下1層樓,新北市,02-89818189,2000/2/22,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962K,富邦,富邦-中和,中和,新北市中和區中和路35號4樓,新北市,02-22493366,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9636,富邦,富邦-中壢,中壢,桃園市中壢區慈惠3街162號1樓、環北路398號2樓之6及之8,桃園市,03-4256767,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962B,富邦,富邦-二林,二林,彰化縣二林鎮中山路116號4、5樓,彰化縣,04-8951808,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9676,富邦,富邦-仁愛,仁愛,台北市仁愛路4段376號3樓及10樓,台北市,02-27542866,1999/12/18,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9627,富邦,富邦-內湖,內湖,台北市內湖區內湖路1段318號4樓,台北市,02─87971188,2003/7/28,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
963A,富邦,富邦-八德,八德,桃園市八德區金和路10號一樓、地下一樓及金和路2號地下一樓(部分),桃園市,03-3622888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961F,富邦,富邦-公益,公益,台中市南屯區公益路2段51號3樓部分,台中市,04-23278989,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
963B,富邦,富邦-北宜蘭,北宜蘭,宜蘭縣宜蘭市中山路3段217號2樓,宜蘭縣,03-9313588,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962F,富邦,富邦-北桃園,北桃園,桃園市中正路1223號2樓,桃園市,03-3553188,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
969C,富邦,富邦-北港,北港,雲林縣北港鎮西勢里文化路40號2樓(部分),雲林縣,05-7831888,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962Q,富邦,富邦-北高雄,北高雄,高雄市鼓山區華榮路391號1、2樓,高雄市,07-5501768,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961C,富邦,富邦-南京,南京,北市南京東路2段111號3樓,北市,02-25048888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961R,富邦,富邦-南員林,南員林,彰化縣員林鎮中山路1段753號4、5樓,彰化縣,04-8326118,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9666,富邦,富邦-南屯,南屯,台中市五權西路2段668號之1部份,台中市,04-23801168,1997/12/20,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962A,富邦,富邦-南港,南港,台北市南港區三重路19之5號部分,台北市,02-27390369,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
965K,富邦,富邦-台中,台中,台中市西屯區漢口路2段138號1、2樓及地下1樓,台中市,04-23129999,1993/7/26,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9623,富邦,富邦-台北,台北,台北市許昌街17號2樓及2樓之1,台北市,02-23113333,2000/9/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9667,富邦,富邦-台南,台南,台南市民生路2段279號2樓之1,台南市,06-2265000,1996/12/26,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9608,富邦,富邦-台東,台東,台東市中華路1段366號2樓,台東市,089-341022,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961P,富邦,富邦-和美,和美,彰化縣和美鎮彰美路5段300號3樓及4樓部分,彰化縣,04-7565988,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9672,富邦,富邦-員林,員林,彰化縣員林鎮莒光路五九八號,彰化縣,04-8343100,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9692,富邦,富邦-嘉義,嘉義,嘉義市林森西路320號,嘉義市,05-2236556,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
960S,富邦,富邦-國際證券,國際證券,臺北市仁愛路四段169號4樓部分,臺北市,(02)27716699,2014/5/6,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962R,富邦,富邦-園區,園區,新竹市建中路37號1樓,新竹市,(03)5717666,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962Y,富邦,富邦-土城,土城,新北市土城區中央路2段324之5號2樓、324之6號2樓部分、324之7號2樓部分及324之8號2樓部分,新北市,02-82613366,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9614,富邦,富邦-基隆,基隆,基隆市信一路133號1樓,基隆市,2421-3355,2009/12/3,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961L,富邦,富邦-士林,士林,台北市士林區文林路338號2樓,台北市,02-28831515,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961X,富邦,富邦-大墩,大墩,台中市大墩路709號1、2樓、地下1樓,台中市,04-23288898,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9686,富邦,富邦-宜蘭,宜蘭,宜蘭縣宜蘭市中山路三段152號2樓(部分),宜蘭縣,03-9369300,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961Y,富邦,富邦-屏東,屏東,屏東市中正路125號3樓之1及3樓之2,屏東市,08-7663888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9616,富邦,富邦-岡山,岡山,高雄市岡山區竹圍里22鄰中山北路178號2樓及3樓部分,高雄市,07-6236123,2001/6/8,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
966F,富邦,富邦-左營,左營,高雄市左營區博愛二路418之1 號(1樓及2樓),高雄市,07-5570123,2001/7/20,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961E,富邦,富邦-府城,府城,台南市東區東門路1段358號2樓之1部分,台南市,(06)2089999,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9658,富邦,富邦-建國,建國,台北市建國北路2段196號地下1樓,台北市,02-25095198,1997/5/3,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
965U,富邦,富邦-彰化,彰化,彰化市中山路2段349號2樓,彰化市,04-7259456,1996/6/1,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962V,富邦,富邦-復興,復興,台北市復興北路57號2樓之2,台北市,02-87718888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961D,富邦,富邦-忠孝,忠孝,台北市中正區重慶南路1段10號11樓部分,台北市,02-23117676,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961G,富邦,富邦-成功,成功,台北市內湖區民權東路6段114號3樓,台北市,02-87927888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9663,富邦,富邦-敦南,敦南,台北市敦化南路1段108號地下1樓,台北市,02-8771-5888,2006/12/13,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962X,富邦,富邦-文化,文化,新北市板橋區文化路2段182巷1弄2號3樓,新北市,02-22569999,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962G,富邦,富邦-斗六,斗六,雲林縣斗六市中山路72號2樓,雲林縣,05-5351010,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9661,富邦,富邦-新店,新店,新北市新店區北新路2段252號地下1樓之5,新北市,02-29178818,2000/1/19,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961H,富邦,富邦-新板,新板,新北市板橋區府中路29號4樓,新北市,02-29693333,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9693,富邦,富邦-新營,新營,台南縣新營市民治路301號3樓及1樓（部份）、2樓（部份）,台南縣,06-6571000,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9647,富邦,富邦-新竹,新竹,新竹市北區中山路8號1~4樓及5樓部分,新竹市,03-5228678,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962D,富邦,富邦-新莊,新莊,新北市新莊區中正路383號2樓及3樓,新北市,02-22019789,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961S,富邦,富邦-景美,景美,台北市羅斯福路6段403號3樓,台北市,02-29353966,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961M,富邦,富邦-木柵,木柵,台北市木柵路3段96號4樓之1,台北市,02-22342616,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961W,富邦,富邦-東花蓮,東花蓮,花蓮縣花蓮市中山路207號2、3樓,花蓮縣,03-8346888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9655,富邦,富邦-板橋,板橋,新北市板橋區文化路1段266號1樓之1,新北市,02-22546996,1995/11/20,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961V,富邦,富邦-板橋中山,板橋中山,新北市板橋區三民路1段210號4樓,新北市,02-29559000,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9665,富邦,富邦-桃園,桃園,桃園市桃園區中正路1066號3樓,桃園市,03-3381668,1997/6/25,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962E,富邦,富邦-樹林,樹林,新北市樹林區中山路1段100、102號4樓,新北市,02-26869968,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9654,富邦,富邦-永和,永和,新北市永和區保生路1號地下1樓部分,新北市,02-22323266,1995/4/21,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961Z,富邦,富邦-永康,永康,台南市永康區大灣路856號部分,台南市,06-3113888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9624,富邦,富邦-竹北,竹北,新竹縣竹北市光明六路263號3、4樓,新竹縣,03-5515588,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9625,富邦,富邦-竹東,竹東,新竹縣竹東鎮榮樂里14鄰惠昌街45號3、4、5樓,新竹縣,03-5818888,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962C,富邦,富邦-竹科,竹科,新竹市東區埔頂二路75號3樓、77號3樓,新竹市,03-5227868,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962U,富邦,富邦-縣政,縣政,新竹縣竹北市縣政二路273、275號1樓,新竹縣,03-5585988,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9600,富邦,富邦,總部,台北市仁愛路4段169號3樓(部分)、4樓(部分),台北市,02-87716888,1988/9/16,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
9634,富邦,富邦-羅東,羅東,宜蘭縣羅東鎮信義里興東路286號2樓及3樓,宜蘭縣,03-9571166,2000/9/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961J,富邦,富邦-興業,興業,嘉義市興業西路342號之一2樓,嘉義市,05-2860777,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9621,富邦,富邦-花蓮,花蓮,花蓮縣花蓮市林森路256號2樓,花蓮縣,038-350111,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9657,富邦,富邦-苗栗,苗栗,苗栗縣苗栗市中正路386號3、4樓,苗栗縣,037-327196,1996/12/18,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9697,富邦,富邦-虎尾,虎尾,雲林縣虎尾鎮德興里1鄰公安路133號2、3樓,雲林縣,05-6336611,2000/9/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
963L,富邦,富邦-豐原,豐原,台中市豐原區三民路95號4、5樓,台中市,04-25229688,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961Q,富邦,富邦-重新,重新,新北市三重區重新路2段21號4樓,新北市,02-29845858,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9604,富邦,富邦-陽明,陽明,台北市北投區裕民六路2號1樓,台北市,02-28230688,2000/9/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962L,富邦,富邦-雙和,雙和,新北市中和區中和路356號3樓及358號3樓之一,新北市,02-29206868,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
961N,富邦,富邦-青埔,青埔,桃園市中壢區洽溪路59號2樓,桃園市,03-4273888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962P,富邦,富邦-頭份,頭份,苗栗縣頭份鎮中華路926號2、4樓,苗栗縣,037-663888,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9659,富邦,富邦-高雄,高雄,高雄市新興區民族二路95號地下1樓,高雄市,07-2366901,1992/11/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962H,富邦,富邦-鳳山,鳳山,高雄市鳳山區光遠路163號2樓,高雄市,07-7462488,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
962W,富邦,富邦-龍潭,龍潭,桃園市龍潭區大昌路1段86號1樓,桃園市,03-4802000,2023/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
9699,富邦經紀,富邦經紀,總部,台北市大安區仁愛路四段169號3、4樓,台北市,,,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
960T,富邦自營,富邦自營,總部,台北市仁愛路四段169號15樓(部份),台北市,,2003/2/7,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01",,,,,from_address,finmind
5110,富隆,富隆,總部,台北市南京東路3段287號3樓部份,台北市,02-27182788,1988/8/29,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
5460,寶盛,寶盛,總部,台中市北屯區北興街43號1樓、2樓,台中市,04-22309377,1988/11/2,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
845F,康和,康和-仁愛,仁愛,台北市仁愛路4段85號5樓,台北市,02-27511212,2000/10/27,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845A,康和,康和-內湖,內湖,台北市內湖區成功路3段174巷8號2樓,台北市,02-27925858,1997/7/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845S,康和,康和-南崁,南崁,桃園市蘆竹區中正路90號3樓,桃園市,03-3119388,2001/10/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8455,康和,康和-台中,台中,台中市北區中清路一段100號8樓之1,台中市,04-22015988,1992/10/16,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845U,康和,康和-台北,台北,台北市松山區復興北路143號3樓,台北市,02-27190123,2001/7/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8458,康和,康和-台南,台南,臺南市永福路2段154號4樓(部分),臺南市,06-2203371,1996/4/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8459,康和,康和-嘉義,嘉義,嘉義市興業西路123號2樓,嘉義市,05-2851100,1994/5/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845Y,康和,康和-國際證券,國際證券,台北市基隆路一段176號B1,台北市,02-87871888,2014/6/12,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845X,康和,康和-屏東,屏東,屏東市中正路123號5樓部分,屏東市,08-7349999,2012/5/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8451,康和,康和-延平,延平,台北市南京西路406號5樓,台北市,02-25567222,1995/8/29,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8456,康和,康和-新竹,新竹,新竹市四維路130號2樓之1,新竹市,03-5255678,1997/5/17,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845D,康和,康和-板橋,板橋,新北市板橋區三民路1段210號3樓,新北市,02-89611788,1998/7/20,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845B,康和,康和-永和,永和,新北市永和區得和路104巷24號2樓、中正路312號2樓、314號2樓、316號2樓,新北市,2-86685858,1997/7/31,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845E,康和,康和-澎湖,澎湖,澎湖縣馬公市大仁街9號2樓,澎湖縣,06-9268858,2000/12/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845R,康和,康和-石牌,石牌,台北市北投區裕民六路121號1、2樓,台北市,02-28253188,2001/10/2,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8450,康和,康和,總部,台北市信義區基隆路1段176號地下1樓部分、2樓,台北市,02-87871888,1990/12/4,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
845J,康和,康和-高雄,高雄,高雄市新興區中正三路55號17樓之1、2,高雄市,07-2276688,1994/11/1,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
845T,康和自營,康和自營,總部,"台北市信義區基隆路一段176號9樓,14樓",台北市,,2012/4/20,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01",,,,,from_address,finmind
1232,彰銀,彰銀-七賢,七賢,高雄市忠孝一路456號3樓,高雄市,07-2355658,1993/7/17,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
1233,彰銀,彰銀-台中,台中,台中市南區復興路二段七十八號三樓,台中市,04-22660011,1998/4/23,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
1230,彰銀,彰銀,總部,台北市衡陽路68號3樓,台北市,02-23619654,1974/4/13,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
6912,德信,德信-中正,中正,臺中市臺灣大道一段728號6樓,臺中市,04-22026200,1994/12/7,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6915,德信,德信-和平,和平,臺北市大安區信義路四段303號6樓,臺北市,02-27066168,2000/6/9,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6913,德信,德信-新營,新營,台南市新營區新進路2段109號3樓,台南市,06-6337258,1997/7/18,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
6910,德信,德信,總部,台北市新生南路一段五十號三樓(部分),台北市,02-23939988,1989/11/14,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
691T,德信自營,德信自營,總部,台北市新生南路一段50號3F,台北市,,2017/1/18,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01",,,,,from_address,finmind
8440,摩根大通,摩根大通,總部,台北市信義路5段106號3樓部分,台北市,02-87862288,1990/11/24,finmind,,foreign,hq,N,official,"BR02,SE01,ID01",,,,,from_address,finmind
8561,新光,新光-台中,台中,台中市西區民權路318號,台中市,04-23029828,2008/7/14,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8564,新光,新光-台南,台南,台南市東區東門路2段262號,台南市,06-2901288,2011/9/14,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8563,新光,新光-新竹,新竹,新竹縣竹北市光明六路東1段238號、自強六街2號2樓之1,新竹縣,03-6673228,2009/12/3,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8565,新光,新光-桃園,桃園,桃園市桃園區民生路105號1.2樓,桃園市,03-3315888,2015/2/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
8560,新光,新光,總部,台北市重慶南路1段66之1號5樓,台北市,02-23118181,1994/1/5,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
8562,新光,新光-高雄,高雄,高雄市前金區中正四路151號及151號2樓部分,高雄市,07-2692188,2009/7/8,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
856T,新光自營,新光自營,總部,台北市重慶南路一段66-1號5樓,台北市,,2010/4/29,finmind,,local,hq,Y,official,"BR01,SE01,SE04,ID01",,,,,from_address,finmind
1650,新加坡商瑞銀,新加坡商瑞銀,總部,台北市松仁路7號5樓部分,台北市,02-87227200,2006/4/3,finmind,,foreign,hq,N,official,"BR02,SE01,ID01",,,,,from_address,finmind
6210,新百王,新百王,總部,高雄市前金區中華三路11號5樓及地下一樓,高雄市,07-2118888,1989/8/21,finmind,,local,hq,N,official,"BR01,SE01,ID01",,,,,from_address,finmind
116d,日盛,日盛-三峽,三峽,新北市三峽區文化路59號4樓之1,新北市,02-26745568,2004/6/18,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
116E,日盛,日盛-三重,三重,新北市三重區重新路2段21號4樓,新北市,02-29845858,1996/6/6,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
116Z,日盛,日盛-中和,中和,台北縣中和市中和路35號4樓、29號4樓、31號4樓、33號4樓,台北縣,02-22493366,2002/10/11,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
116B,日盛,日盛-中壢,中壢,桃園市中壢區復興路46號4樓,桃園市,03-4273888,1995/3/25,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
116Q,日盛,日盛-二林,二林,彰化縣二林鎮中山路116號4、5樓,彰化縣,04-8951808,1992/9/1,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
116P,日盛,日盛-信義,信義,台北市基隆路2段109號2樓,台北市,02-27390369,1998/4/23,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
1164,日盛,日盛-內湖,內湖,台北市內湖區民權東路6段114號3樓,台北市,02-87927888,1991/8/28,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
116C,日盛,日盛-八德,八德,桃園市八德區介壽路1段919號地下1樓,桃園市,03-3622888,1995/5/18,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
116k,日盛,日盛-北高雄,北高雄,高雄市鼓山區華榮路391號1、2樓,高雄市,07-5501768,2004/11/5,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
1163,日盛,日盛-台中,台中,台中市台灣大道二段573號4樓部分,台中市,04-23278989,1991/8/28,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
1162,日盛,日盛-台南,台南,台南市東區東門路1段358號2樓之1部分,台南市,06-2089999,1992/5/18,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
116m,日盛,日盛-和美,和美,彰化縣和美鎮彰美路5段300號3樓及4樓部分,彰化縣,04-7565988,2002/10/31,finmind,,local,branch,N,official,"BR01,SE02,ID01",,,,,from_address,finmind
